DateTime,A1,A10,A11,A12-1,A13-2,A18,A19,A2,A20,A21,A22,A23,A24,A25-1,A25-2,A26,A27,A28,A29,A3,A30,A31-1,A31-2,A32-1,A32-2,A33-1,A33-2,A34,A4,A5,A6,A8,A9,AB1,AB2,AB3,B1,B10,B11,B12-1,B13-2,B18,B19,B2,B20,B21,B22,B23,B24,B25-1,B25-2,B26,B27,B28,B29,B3,B30,B31-1,B31-2,B32-1,B32-2,B33-1,B33-2,B34,B4,B5,B6,B8,B9,C1,C10,C11,C12-1,C13-2,C18,C19,C2,C20,C21,C22,C23,C24,C25-1,C25-2,C26,C27,C28,C29,C3,C30,C31-1,C31-2,C32-1,C32-2,C33-1,C33-2,C34,C35,C4,C5,C6,C8,C9,CA-1,CB-1
2020-07-01T00:00:00.0,0.058839631210350685,-0.11203053851666,0.23270253537226404,-0.3458781374685773,-0.2647852353591585,0.38029861981131774,-1.1554499491052512,0.16439333849871263,0.3448531133831959,-1.078885646976518,-1.3922844380257389,-2.112251037940339,0.994070795861677,-1.2442490528852892,-1.2442490528852892,1.1709946028948663,-2.2912496988627957,1.919873019240275,-1.0026928566929776,0.7641148777435682,-1.2885568421698181,-0.16418516285701534,-0.16418516285701534,0.5135937336429446,0.5135937336429446,0.19794801361487435,0.19794801361487435,-1.7206521030451478,0.5417224702498178,0.5587166165429891,0.4476343538146317,0.1767571064673617,0.41394540708742794,0.8508019176979111,0.8104656117290245,1.9647259422274919,-0.14740002424287918,-0.4209292650381657,-0.682354792982456,-0.8950733357833115,-0.7207428139991444,-0.5812184231220161,-0.9819785923580493,-0.29632367364377094,-0.1175105252310969,-1.9836139242045918,-2.14532110947592,-2.040993231066821,-0.2069861521409173,-0.7240404166114032,-0.7240404166114032,1.0008071791578512,-1.2646423308503332,-0.2892208867433601,0.9039702146555039,0.396077935719345,-0.20388660327834462,-0.45691147692487954,-0.4569114769248796,-0.6386353134909784,-0.6386353134909784,-0.9880009674979958,-0.9880009674979958,-0.32756607085887823,0.21495323995598836,0.3214727497267466,0.5726945213172545,-0.18900079748962567,0.008500413305309984,0.2822279100947492,-0.4818523617821036,-0.49826004429824566,-0.7453356471403768,-0.4345441377578688,-0.193201711552767,-1.0028393349533289,-0.7785111564164281,-0.08408459381838507,-1.2385384915325592,-1.3335975992834328,-1.776138923704206,0.17324051520728512,-0.9663114438663475,-0.9663114438663475,0.49579490018506067,-1.6615576926962368,0.9000512487607193,0.47036768403536966,0.06578656804799471,-0.5069253767316064,-0.530967021325829,-0.5309670213258288,0.08928535230842977,0.08928535230842977,-0.16582379037227202,-0.16582379037227202,-0.6778902623843528,-2.9037836715605376,-0.16467645069507703,0.0602545664143877,0.8357892799791586,-0.45964639691963843,-0.2172251371134088,-2.9037836715605376,0.20493696867650124
2020-07-01T01:00:00.0,0.22239564135604742,-0.1485652873029416,0.29414158769758114,-0.3079849314108466,-0.21500979929157213,0.4274099624839428,-1.2497731632504032,0.08639020371344461,0.2933857336584148,-0.9602732355465367,-1.2317414591550904,-2.176816705762684,1.3384291942450641,-1.5871259058959242,-1.5871259058959242,1.251014354781872,-2.7294897421214337,2.3432447344634832,-1.1480568615536395,0.695128059098929,-1.5814328805677942,-0.519661161850504,-0.519661161850504,0.7391613332247242,0.7391613332247242,0.4333325356948996,0.4333325356948996,-2.0076342441799553,0.4708862959319716,0.5013209074479356,0.477261065442685,0.11727174878811203,0.35584923683928,0.80853654212698,0.6862147905255174,1.7046503766881713,-0.15695763154800463,-0.4545278923071789,-0.6504800881578947,-0.8544396661808458,-0.6858971825770488,-0.7031385669567176,-0.8420249928226153,-0.3151182671104724,-0.1385164515527043,-2.061640752016843,-2.2206728054041585,-1.8515700896436678,-0.4043083911358134,-0.6112255265818023,-0.6112255265818023,0.9290830683251282,-0.9807730428091574,-0.8654895084966502,0.9190573843379257,0.29863654817959306,-0.19518005045891185,-0.40691078525735286,-0.4069107852573529,-0.9036923380746409,-0.9036923380746409,-1.236738143211483,-1.236738143211483,-0.336272623678311,0.1450753763528585,0.2531944436086106,0.48581001639426735,-0.24000883583661514,-0.0708361418940911,0.2720521691310981,-0.4469345359513416,-0.47710376447368424,-0.7335857715076667,-0.39619594276601766,-0.027138364514640356,-1.0533342110849586,-0.768481253533384,-0.0506120563992809,-1.002629706659916,-1.089210401598132,-1.7937992535481166,0.12621904467178247,-0.9072287834749133,-0.9072287834749133,0.47830337557278124,-2.5238062144842637,1.4771805053498963,2.0552251040636254,0.08421143189702282,-0.3940313185478883,-0.3857845841690881,-0.38578458416908806,0.3931671271960008,0.3931671271960008,0.14888999978547446,0.14888999978547446,-0.8860267352880034,-1.7940601086870993,-0.17033471189650778,0.07215435979602688,0.8167927011972917,-0.45278014046492887,-0.18678350632402982,-1.7940601086870993,1.5557898438439066
2020-07-01T02:00:00.0,0.3951300178570731,-0.18323703052177198,0.2772125834153627,-0.31426330969201877,-0.2036614150926186,0.5353123212700115,-1.4500433659839604,-0.0115352599078168,0.26456214721306065,-0.8652076500677424,-1.1099229060657014,-2.35212896709975,1.7311895290808286,-1.9892103093263125,-1.9892103093263125,1.3932046176454804,-3.4294421332553817,2.9635101173417224,-1.4718208653582412,0.634213257924428,-1.9576212678971405,-0.6601230748738576,-0.6601230748738576,1.0609367756761243,1.0609367756761243,0.7633415258234928,0.7633415258234928,-2.4683312491189664,0.40160100844410795,0.4491528754150702,0.5446827175271373,0.0575065008020027,0.3040685276191648,0.841546694216216,0.677567043127721,1.5715524955135418,0.08069335598172384,-0.5290784471139333,-0.6319848890350878,-0.8397238384241819,-0.6568163788109058,-0.7470294784578765,-0.8885760591946024,-0.4173739418508823,-0.17712418861626478,-2.1196037745040313,-2.2639616318285274,-1.8694166069770586,-0.41417854972248547,-0.6047988461879704,-0.6047988461879704,0.9700704885849698,-0.9212288226517416,-0.937954245275861,0.8561241492571936,0.18112593572677826,-0.2058004763953935,-0.4137417975661401,-0.41374179756614016,-0.926534182299334,-0.926534182299334,-1.250110445485299,-1.250110445485299,-0.33708128750822125,0.03175196993425339,0.15852111215624232,0.48418500073977727,-0.3423830843745186,-0.1778414812451516,0.2008761758195049,-0.47513032090964946,-0.4662290412280702,-0.7061481572573249,-0.3978822123707453,0.03729750601724088,-1.3195181030021292,-0.6248906841606496,-0.1084637672788886,-1.0046654942534081,-1.0595718286651568,-2.043105574988094,-0.012958277934230544,-1.0905926877146428,-1.0905926877146428,1.0117868048091303,-3.8561381180205117,2.0470910321157305,3.7862764641432136,0.021192616720092095,-0.18641458216372495,-0.2471787509950824,-0.24717875099508238,0.6859956902087424,0.6859956902087424,0.4472864210999704,0.4472864210999704,-0.9755428774194504,-1.1696644807186254,-0.19304443611996858,0.032126875946490975,0.5155263012800595,-0.46905202852698613,-0.24362547869745177,-1.1696644807186254,3.0385998003017995
2020-07-01T03:00:00.0,0.19755348759791846,-0.40583796480285317,0.2353517837838326,-0.37435464212485914,-0.19135369289130832,0.6409997292419196,-2.05812418258833,-0.404044687774442,0.19609084587316888,-1.097095787209655,-1.3305275239089227,-2.9669292296479792,2.090623373112818,-2.4282074161862033,-2.4282074161862033,1.9007852741157287,-4.568560400317548,3.8437983339578263,-1.3940684532655823,0.3005584935659972,-3.1744919470519655,-0.6270138159906861,-0.6270138159906861,1.497946297087685,1.497946297087685,1.1981343227999657,1.1981343227999657,-4.376464198328885,0.11188848350954336,0.2312624805585505,0.6535194086570763,-0.23476911176063212,-0.03204541540944145,0.8790779539354654,0.9262091429889234,1.988645334481353,0.13614277110652967,-0.4977923187447604,-0.6306075868421053,-0.8421627966971846,-0.6511159689449207,-0.5826342801289721,-1.0336279464285942,-0.43766312865518364,-0.16026759613114017,-1.945963913987651,-2.0797899603653756,-2.0123309212075418,0.12529624925252225,-0.7506399037389359,-0.7506399037389359,1.0457939841345743,-1.5417595395145787,-0.2297612019141046,0.8469794196647215,0.2290641731601526,-0.40009362469794685,-0.41647959584132355,-0.4164795958413236,-0.5714404938307366,-0.5714404938307366,-0.8943115782938945,-0.8943115782938945,-0.6342389991605192,0.05848254797760566,0.18830873573945028,0.5791338843622242,-0.3148371434329207,-0.1291209361661632,0.1766300434898077,-0.5124214238633253,-0.46563587456140354,-0.666569059593255,-0.4360566913681485,-0.15032674939646107,-1.3634864996078422,-0.5429650948014986,-0.18783776503960636,-1.2824605805486415,-1.3253125685062428,-2.0861533769271405,-0.3155802042115372,-1.0519883292049692,-1.0519883292049692,1.2387042847337602,-3.6870455777833726,1.532803296995572,3.9482866417090756,-0.035974344309361805,-0.09333221949244763,-0.23327217953166485,-0.23327217953166482,0.4292812753153299,0.4292812753153299,0.19087570753989125,0.19087570753989125,-0.8705210174732684,-2.2260217339751054,-0.1788938028293231,-0.0058095923405182825,0.3952235305638405,-0.45455024056967397,-0.300455521060239,-2.2260217339751054,3.174377030940826
2020-07-01T04:00:00.0,0.3886255579896159,-0.32140164398939597,0.21283554074352495,-0.38011818460704927,-0.21995201464942588,0.6388456825441228,-1.890396420197168,-0.25437218114972326,0.23677870235718312,-1.0219089629945,-1.2691952787345262,-2.8126403591445364,1.9634202548856017,-2.2981679676536277,-2.2981679676536277,1.7459500688427063,-4.357135810115277,3.6525322321721325,-1.270483104284457,0.4517443910729242,-3.0866527058308195,-0.5767550358264393,-0.5767550358264393,1.3960440724018557,1.3960440724018557,1.0917986492439609,1.0917986492439609,-4.285448888381993,0.2183837082948012,0.3251198802211305,0.635887635061404,-0.1064000622315146,0.11422212475713467,0.8929351171512117,0.8850534583726741,1.9124930567588956,0.14745830814239325,-0.4879744953034204,-0.6282464978070175,-0.8408056602403383,-0.646882046566679,-0.5311104927820558,-1.0751471730442734,-0.44718349780914657,-0.15490823474115142,-1.8877653649881525,-2.017901302874084,-2.0501857376407644,0.3424843445918242,-0.732560430472279,-0.732560430472279,1.068910437515266,-1.5766306881132595,-0.013667903181310948,0.7738421554739152,0.2407380759709597,-0.43797978682827937,-0.4499032573419896,-0.44990325734198966,-0.46168441600293614,-0.46168441600293614,-0.7833466228801291,-0.7833466228801291,-0.6649273756285381,0.06438133153353304,0.19555769431061465,0.6099871000152248,-0.3075405951682213,-0.11610593478342623,0.170476854163636,-0.5524792648670561,-0.48540809868421053,-0.6776430044498571,-0.4718033732343534,-0.2042316884456009,-1.5053334640004472,-0.5246118412926297,-0.2363332475336083,-1.4359922775851424,-1.4696301051897356,-2.258686833158342,-0.3044160717636274,-1.2035984442568397,-1.2035984442568397,1.4806180220141512,-3.9013777051697267,1.569948321300389,3.7335130876448255,-0.06525761013416426,-0.2608907928145532,-0.1959870004362012,-0.19598700043620118,0.43353869720282606,0.43353869720282606,0.18500975067651027,0.18500975067651027,-1.0991708893860819,-2.53560288142186,-0.18184457691667638,-0.024355253498634974,0.3460185186162583,-0.469206171337729,-0.34096941018679583,-2.53560288142186,2.8323599136224913
2020-07-01T05:00:00.0,0.2631209559806704,-0.34106842933375037,0.27081897324300575,-0.3736757360519931,-0.2170626883050011,0.48102440158151916,-1.7793306392609596,-0.22762132980137667,0.1453972402581717,-1.0543569550993377,-1.2549492173505932,-2.7567700260118366,1.8505687568918017,-2.2754625996062003,-2.2754625996062003,1.7232003309802482,-4.211154787991233,3.4211187834326013,-1.26081339649941,0.46635885954702205,-2.950341391491823,-0.6112915327549684,-0.6112915327549684,1.2585889561443708,1.2585889561443708,0.9361347254636692,0.9361347254636692,-4.063760202720989,0.25325445174249095,0.3441468108627409,0.5996764773893979,-0.11958325248207041,0.10863619738561858,0.7993876074587483,0.5462088102780034,1.5829632784774073,0.190263121698446,-0.4885722378725945,-0.6428065482456141,-0.8581401448292724,-0.664025761416342,-0.4972534397010979,-1.1542042773682897,-0.43449819489138247,-0.1575837042033803,-1.8879101507875746,-2.01658702618518,-2.151840040245483,0.5957991967731053,-0.7862323076631539,-0.7862323076631539,1.1772043958983673,-1.6552800347516072,0.2049939526827399,0.6116993439677061,0.2650532181965298,-0.6840161002419061,-0.5503686502793048,-0.5503686502793049,-0.36289496458845466,-0.36289496458845466,-0.692011917290209,-0.692011917290209,-0.9732019158849179,0.08064395364121568,0.2108012866186337,0.6164523789920489,-0.2998975229201879,-0.10006090120697897,0.15471061380959977,-0.6444792691508204,-0.5243593798245614,-0.675354925557977,-0.5513280858665842,-0.23357351561623674,-1.6440975603392651,-0.46544780246422846,-0.3900145814657938,-1.3061759945877607,-1.2402299823101015,-1.6709033178269845,-0.6019057890247237,-1.0872907488059151,-1.0872907488059151,1.4467118994014667,-3.454667036536886,1.3823704258255285,3.663879239735907,-0.1423093155137924,-0.1115462762727919,-0.19076757983494552,-0.1907675798349455,0.31154902191978184,0.31154902191978184,0.14807701944960638,0.14807701944960638,-0.8561166572817214,-2.2502519379986503,-0.17821600103256224,-0.07397626390169768,0.22618658998986985,-0.4886367538887026,-0.44014544325414323,-2.2502519379986503,2.648521011553166
2020-07-01T06:00:00.0,0.4295904318600046,-0.3992722478949937,0.32006340380061604,-0.3945895692746726,-0.21649744772471136,0.3668150712437131,-1.776108979517254,-0.2415449766583721,0.04045487506358286,-1.0711524651054984,-1.2157840314721862,-2.832501854576903,1.9116278394753672,-2.409623431542805,-2.409623431542805,1.801451284466383,-4.365137282257473,3.5197308573313792,-1.4166911394501494,0.47085954218784115,-2.948446142807324,-0.6659920320829696,-0.6659920320829696,1.2670635977744615,1.2670635977744615,0.9185628554867422,0.9185628554867422,-4.0078208217640245,0.16010216486377005,0.3412918294664099,0.5797479701238003,-0.07885181840640543,0.08424153121240258,0.699271083918682,0.7340430917443944,1.5701892143957998,0.17988908700649148,-0.5730739448653166,-0.6923894223684212,-0.9057202199033668,-0.7338579322650544,-0.7576766832011825,-0.7486315322181409,-0.3352738906648206,0.44648308833609773,-1.349684863088333,-1.7500591702861377,-1.8232199157339306,-0.10494710147452668,-0.9640592566140489,-0.9640592566140489,1.0112091313207061,-1.646214156059902,-0.21586439904326843,0.7841236953455457,0.21527182207895912,-0.8601486370096486,-0.530200862921964,-0.5302008629219641,-0.6092221413163712,-0.6092221413163712,-0.9637255255690028,-0.9637255255690028,-1.2885202390720263,0.06234914857707108,0.18024574667152554,0.37816555636404114,-0.3475453894650342,-0.17800536982630405,0.12908093188697833,-0.7502390697914625,-0.5979120530701755,-0.684279053555951,-0.5215766881142246,-0.949144124111537,-1.4175010004334556,-0.4572673960929039,-0.9063340032869496,-1.1729732869171228,-0.8070516799072589,-1.223460506798368,-1.2609891670181002,-0.8168571111672935,-0.8168571111672935,1.3783984227667236,-2.52425298377399,0.18147366750138172,3.6433146548166864,-0.18840954964670603,0.2704323614093237,-0.16835906953736812,-0.1683590695373681,0.2313485073278838,0.2313485073278838,0.08171753615595395,0.08171753615595395,-0.2704323614093237,-1.8165898945124752,-0.2351880652443663,-0.09971075605111149,0.06013767025276695,-0.5891520006619102,-0.5280235957905657,-1.8165898945124752,2.3871950845124745
2020-07-01T07:00:00.0,0.2879606216672236,-0.3724857605675004,0.2926380567848704,-0.4437591633544804,-0.2641346944606492,0.1972440931561828,-1.5799874073087496,-0.1914643787235264,-0.04569564321359737,-1.055223812459012,-1.1505219970493132,-2.7150937899543637,1.7706588868495743,-2.3161896671092372,-2.3161896671092372,1.626933213870655,-4.023009729415632,3.1134684435038515,-1.5054173494194139,0.5745888636247238,-2.517592379996218,-0.6914108020833915,-0.6914108020833915,1.1442129453115748,1.1442129453115748,0.7697448603150836,0.7697448603150836,-3.314363765384633,0.243148510294373,0.4232589200500435,0.6182773460944968,-0.015830212982820002,0.15916333183174142,0.6759789647063573,0.39853853255330224,1.3537439111218417,0.2110208981696028,-0.6364711569891323,-0.7527939557017543,-0.9909433563014607,-0.7916727308002935,-0.7439082194309179,-0.9824424665288813,-0.42096936516218014,0.4115977808333438,-1.4784008948617415,-1.8742336246852933,-2.150778685778004,0.7165364624520711,-0.7869482523057829,-0.7869482523057829,1.2964329962107919,-1.6116440948360848,0.1951667069487436,0.6333174766490277,0.21574112031880877,-0.8912176603632704,-0.6860628106702228,-0.6860628106702229,-0.4474394704536983,-0.4474394704536983,-0.8328699757729965,-0.8328699757729965,-1.2460221259520132,0.04428412173066487,0.18256866681437658,0.4674192995444425,-0.4013699000447737,-0.21184584651978766,0.16077337068934372,-0.8505627335460398,-0.6722556153508773,-0.6776674006473573,-0.5372338965035202,-1.2833090274552632,-0.9922857360178423,-0.520744455139764,-1.1295228110367113,-1.011472676581993,-0.5040137430358345,-1.0156264510424038,-0.9442153449907678,-0.6832952408130946,-0.6832952408130946,0.6059655860871326,-1.5579241292522479,-0.3197221590616255,2.8500047808883275,-0.2208577672127377,-0.4199289101405761,-0.6596293247497185,-0.6596293247497184,0.012425854955152166,0.012425854955152166,0.11073097989550296,0.11073097989550296,-0.9858491311256263,-1.2940244598268213,-0.2417483627786517,-0.11914862404428529,0.12517304484210534,-0.6397236870663711,-0.602698956732036,-1.2940244598268213,2.3783744710930277
2020-07-01T08:00:00.0,0.5042766770779034,-0.2095985128006812,0.27425300644189776,-0.4617829673479511,-0.3313390878101511,0.072804157220694,-1.1423198572544015,0.1262881962365927,-0.0030479095418305957,-0.9784750954798261,-1.0885304268281712,-2.3532599856193137,1.2942056597231315,-1.9494967223487243,-1.9494967223487243,1.2460866473883525,-3.12178430224921,2.3685340338968843,-1.3986570939031573,0.9023035088328725,-1.7231272083460527,-0.6466147911410526,-0.6466147911410526,0.7833696890256351,0.7833696890256351,0.38388428585370526,0.38388428585370526,-2.1264016614507786,0.5151653105157774,0.6393079689396697,0.5788221472038928,0.22326031309823358,0.45912438968901287,0.6455020654879267,0.14816742699826296,1.030763049399413,0.24354607919693616,-0.7034621373322689,-0.8120179442982456,-1.0660265459569922,-0.8568319461412532,-0.8791036584072968,-1.0326392396922908,-0.43728326890958114,0.3770985448132823,-1.7461071715780985,-2.153483155506295,-2.292891089243168,0.4589533155659601,-0.818512956752304,-0.818512956752304,1.4094478476164713,-1.4334919911241004,-0.12006013799170406,0.642581891695925,0.20931546231226472,-1.0453108334206125,-0.7603169559573005,-0.7603169559573006,-0.6479310606677818,-0.6479310606677818,-1.0636842481484836,-1.0636842481484836,-1.457659825419211,0.033406768357275185,0.18001338606422235,0.4483608044053433,-0.4473078546672862,-0.2519107300491388,0.15959423021903063,-0.9721614369669909,-0.7527285671052631,-0.7376904223932728,-0.6097708245119902,-1.554135553351046,-1.1175456861675448,-0.5322027122643078,-1.4703075273206672,-0.9766189718563949,-0.2772276429348713,-0.8917804223149135,-1.060434186165578,-0.8549766661956997,-0.8549766661956997,0.8614678723780268,-1.7488104603689583,-0.18558700179574372,2.6034353201848734,-0.27774899993367014,-0.557245780553832,-0.5831064174787691,-0.583106417478769,0.02673101651791754,0.02673101651791754,0.1598339901600228,0.1598339901600228,-1.1761661673489379,-0.9341786344712233,-0.2713303818981891,-0.15319275595646442,0.04633602348213994,-0.7169456936245049,-0.7052988260494596,-0.9341786344712233,1.7643792523739907
2020-07-01T09:00:00.0,0.18531660088864013,-0.1481464050350485,0.26487024444159457,-0.4953445968906787,-0.38246452526772684,-0.045530407820445803,-0.9187462944680902,0.2680062298416799,0.05480460850208667,-1.1354756144282345,-1.2953668009418893,-2.215119377043529,0.9198104739083834,-1.440435894247106,-1.440435894247106,1.082760968315653,-2.3384300206721242,1.614887569817686,-1.134024359051919,1.0489849377328375,-1.2044056616202052,-0.36756246425670813,-0.36756246425670813,0.4101924242228781,0.4101924242228781,-0.017477046317472822,-0.017477046317472822,-1.4861232081766254,0.6574788397377237,0.7606512198631973,0.5419468122625957,0.3369860144254429,0.5745391188521357,0.5998378209092823,0.18282210016738976,1.26420349199493,0.014251356551114314,-0.5846018323350968,-0.8523532188596492,-1.1047028459852326,-0.9136695762744167,-0.7457640257130163,-1.0557024939399178,-0.28114449553368825,0.4358077476659499,-1.607964469014879,-2.0319451020295225,-2.3785546896100933,0.5483224674015937,-0.8603633906732052,-0.8603633906732052,1.4015757915439973,-1.6186420165261375,0.34652721922991725,0.7398825263018738,0.424765671321124,-1.0943210508330794,-0.7653932243701157,-0.7653932243701158,-0.4438401208394274,-0.4438401208394274,-0.8802449688955678,-0.8802449688955678,-1.551513230086643,0.22340012221182498,0.3427584697842016,0.4928804817616965,-0.28119298335308734,-0.05937095699115669,0.1310208958163851,-1.0910030830411546,-0.8282584627192981,-0.7585666465424457,-0.6177493931768525,-2.1716478238462114,-0.680965157210814,-0.5064444413997518,-1.715391629941117,-1.090504386255087,-0.2689473947522403,-1.0844222913511647,-1.5335488842889464,-0.8691638793253997,-0.8691638793253997,1.1714131814836073,-1.292358155495991,-0.7482197903195587,1.7829717667916025,-0.3401917662061071,-0.26732992228759345,-0.31195414336407346,-0.3119541433640734,-0.31926902216855113,-0.31926902216855113,-0.2553373550808318,-0.2553373550808318,-0.6622360453789469,-1.870126491168997,-0.3218497956512322,-0.189857875602558,-0.1397234462319339,-0.8121788055810567,-0.8106425730306684,-1.870126491168997,0.2003995088355388
